timestamp,transcription
(2.0:7.0),"Em relação a agilidade nos processos do suporte técnico, uma nota de 0 a 10."
(2.0:13.0),"É, 9."
(2.0:15.0),"Sério, em relação ao atendimento do agente do suporte técnico?"
(2.0:19.0),Em 10.
(2.0:20.0),"Sério, o atendimento em relação ao executivo de vendas?"
(2.0:24.0),"No, no, no, no, no."
(2.0:26.0),"Sério, então, só satisfação com um custo dos produtos contratados?"
(2.0:31.0),"Eu, eu vou cocair o 8."
(2.0:36.0),"Sério, em relação ao atendimento do administrativo financeiro da Totos?"
(2.0:41.0),"Eu vou coca a 10, porque sempre precisa eles, são menos fritícias."
(2.0:47.0),"Sério, e a sua satisfação com a implatação do software ou de algum módulo caso você tenha participado?"
(2.0:54.0),Eu vou colocar o 8.
(2.0:56.0),"Sério, você acha que hoje o produto da Totos entrega o benefício esperado pela empresa ou pelo seu departamento?"
(3.0:3.0),"Sim, o seu produto tem a opção de entrega total, o partial ou não entrega?"
(3.0:7.0),Eu vou coca-partial.
(3.0:9.0),"Sério, também, de 0 a 10, como que foi a assistirência com a última atualização do software?"
(3.0:14.0),Caso você tem um feita a atualização de 0 a 10?
(3.0:18.0),Em 9.
(3.0:19.0),"Sério, e a última nota, Leandro, que seria em relação ao unidade de Totos Brasília, que faz atendimento com vocês?"
(3.0:26.0),"De 0 a 10, como você avalia, caso tenha contato?"
(3.0:30.0),"Eu vou coca-nar, eu vou coca-nar."
(3.0:32.0),"Sério, e de tudo isso que eu me perguntei, você gostaria de acrescentar algum ponto?"
(3.0:37.0),"Não, só isso."
(3.0:38.0),E o tipo ali?
(3.0:40.0),"Sério, eu não quero, Leandro, nós estamos entrando em contato mesmo, realizando esse acompanhamento,"
(3.0:46.0),justamente para termos as nossas melhorias continas.
(3.0:50.0),"No Brasil, 6 meses a um ano, nós queremos retornar o contato com vocês"
(3.0:53.0),e verificar se teve alguma alteração na nota tudo bem?
(3.0:57.0),Tudo bem.
(3.0:58.0),Você ficou com alguma dúvida?
(4.0:0.0),Não.
(4.0:1.0),"Está bom, então Leandro, muito obrigada pela sua parte de situação e tenho uma ótima tarde."
(4.0:6.0),"Obrigada, boa tarde."
(4.0:7.0),"Obrigado, tchau, tchau."
,
Estatísticas,
Total de palavras,639
Palavras por minuto,153.58115686588687
Percentual de palavras mágicas,0.1564945226917058
a,22
(1.0:4.0),19
de,18
o,17
fichos.,14
eu,11
e,11
"sério,",11
em,10
você,10
da,9
com,9
(1.0:35.0),9
do,8
não,8
relação,7
(1.0:24.0),7
vou,7
tudo,6
para,6
um,6
que,6
"leandro,",5
0,5
contato,4
seu,4
(1.0:5.0),4
tem,4
caso,4
ao,4
atendimento,4
"no,",4
hoje,3
no,3
financeiro,3
(1.0:7.0),3
pela,3
nota,3
10.,3
precisa,3
bem.,3
"10,",3
ou,3
boa,2
nome,2
é,2
bem?,2
"também,",2
entrando,2
gente,2
fazer,2
vocês,2
na,2
empresa,2
falar,2
está,2
algumas,2
porque,2
as,2
(1.0:9.0),2
mas,2
também,2
(1.0:36.0),2
os,2
implatação,2
me,2
responder,2
"nota,",2
suporte,2
uma,2
9.,2
só,2
satisfação,2
8.,2
sua,2
algum,2
tenha,2
produto,2
totos,2
entrega,2
como,2
última,2
atualização,2
nós,2
alguma,2
tarde.,2
(0.0:0.0),1
fina,1
ser,1
leandro?,1
(0.0:1.0),1
"tarde,",1
meu,1
"viviane,",1
falo,1
aqui,1
tottos,1
"matrist,",1
(0.0:6.0),1
"tudo,",1
você?,1
(0.0:8.0),1
obrigada.,1
(0.0:10.0),1
estou,1
"você,",1
rap,1
acompanhamento,1
à,1
marca,1
"tottos,",1
utilizam,1
departamento.,1
(0.0:20.0),1
teria,1
dois,1
pitinhos,1
comigo?,1
(0.0:23.0),1
finta.,1
(0.0:24.0),1
fazendo,1
"confirmações,",1
coisas,1
segurança?,1
(0.0:28.0),1
"completo,",1
leandro,1
rodrigues,1
"silva,",1
atualmente,1
senhor,1
responsável,1
estelaíaco,1
"empresa,",1
né?,1
(0.0:35.0),1
(0.0:36.0),1
emeio,1
continua,1
sendo,1
roba,1
brasilmed.com.br,1
(1.0:3.0),1
(1.0:22.0),1
(1.0:27.0),1
ihinotascoxas,1
tinha,1
"briga,",1
fumidcos,1
pr,1
conformio,1
temo,1
"região,",1
era,1
operante,1
maladiar,1
demersa.,1
estouントando,1
nossa,1
pesticides.,1
والrais,1
plantação.,1
kanssa,1
distribuir,1
outros,1
dominar,1
todos,1
innebentos,1
uberи,1
software.,1
(1.0:40.0),1
já,1
demorou,1
pouquinho,1
mais.,1
(1.0:42.0),1
"isso,",1
questão,1
(1.0:46.0),1
sistema,1
quando,1
ocorre,1
"mudança,",1
principalmente,1
noto,1
escala.,1
(1.0:52.0),1
sério.,1
(1.0:54.0),1
agora,1
perguntas,1
"direcionadas,",1
onde,1
vai,1
(1.0:59.0),1
motivo,1
direto,1
área,1
(2.0:6.0),1
(2.0:7.0),1
agilidade,1
nos,1
processos,1
"técnico,",1
(2.0:13.0),1
"é,",1
(2.0:15.0),1
agente,1
técnico?,1
(2.0:19.0),1
(2.0:20.0),1
executivo,1
vendas?,1
(2.0:24.0),1
no.,1
(2.0:26.0),1
"então,",1
custo,1
dos,1
produtos,1
contratados?,1
(2.0:31.0),1
"eu,",1
cocair,1
(2.0:36.0),1
administrativo,1
totos?,1
(2.0:41.0),1
coca,1
sempre,1
"eles,",1
são,1
menos,1
fritícias.,1
(2.0:47.0),1
software,1
módulo,1
participado?,1
(2.0:54.0),1
colocar,1
(2.0:56.0),1
acha,1
benefício,1
esperado,1
pelo,1
departamento?,1
(3.0:3.0),1
"sim,",1
opção,1
"total,",1
partial,1
entrega?,1
(3.0:7.0),1
coca-partial.,1
(3.0:9.0),1
foi,1
assistirência,1
software?,1
(3.0:14.0),1
feita,1
10?,1
(3.0:18.0),1
(3.0:19.0),1
seria,1
unidade,1
"brasília,",1
faz,1
vocês?,1
(3.0:26.0),1
"avalia,",1
contato?,1
(3.0:30.0),1
"coca-nar,",1
coca-nar.,1
(3.0:32.0),1
isso,1
"perguntei,",1
gostaria,1
acrescentar,1
ponto?,1
(3.0:37.0),1
"não,",1
isso.,1
(3.0:38.0),1
tipo,1
ali?,1
(3.0:40.0),1
"quero,",1
estamos,1
"mesmo,",1
realizando,1
esse,1
"acompanhamento,",1
(3.0:46.0),1
justamente,1
termos,1
nossas,1
melhorias,1
continas.,1
(3.0:50.0),1
"brasil,",1
6,1
meses,1
"ano,",1
queremos,1
retornar,1
(3.0:53.0),1
verificar,1
se,1
teve,1
alteração,1
(3.0:57.0),1
(3.0:58.0),1
ficou,1
dúvida?,1
(4.0:0.0),1
não.,1
(4.0:1.0),1
"bom,",1
então,1
muito,1
obrigada,1
parte,1
situação,1
tenho,1
ótima,1
(4.0:6.0),1
"obrigada,",1
(4.0:7.0),1
"obrigado,",1
"tchau,",1
tchau.,1
